the_geom,name,bin,doitt_id,shape_area,base_bbl,objectid,construction_year,feature_code,geometry_source,ground_elevation,height_roof,last_edited_date,last_status_type,map_pluto_bbl,length,geometry
"MULTIPOLYGON (((-74.009832500503 40.716057879263, -74.009918711702 40.715947723237, -74.009928516317 40.71593519359, -74.009949079836 40.715944511196, -74.010006743884 40.715970638108, -74.009908358057 40.716096350665, -74.009873747153 40.716140575003, -74.009795520641 40.716105130395, -74.009832500503 40.716057879263)))",,1001503,950095,"294,41015625",1001400008,354.319,1.92,2.1,Other (Manual),19.0,83,2017 Aug 22 07:08:42 PM,constructed,1001407504,"78,32945043698",POINT (-74.009901 40.716038)
"MULTIPOLYGON (((-74.012418439098 40.703652362834, -74.012435685609 40.703780155309, -74.012439311683 40.703814487831, -74.012347760857 40.703807640293, -74.012343521247 40.703776225492, -74.012327571201 40.703658044028, -74.012326407624 40.703649423552, -74.012343249374 40.703649961154, -74.012418439098 40.703652362834)))",,1000026,199605,"239,6875",1000100019,215.507,1.91,2.1,Photogrammetric,8.0,"63,02",2017 Aug 22 05:49:26 PM,constructed,1000100019,"67,76975392914",POINT (-74.012383 40.703731)
"MULTIPOLYGON (((-74.008224148579 40.719712805146, -74.008193807475 40.719709847334, -74.008211187272 40.719606640452, -74.008213542026 40.719592657165, -74.008239019751 40.719595140751, -74.008316382045 40.719602682361, -74.008321898709 40.719603220468, -74.008485339237 40.719619152963, -74.008465605156 40.719736342278, -74.008224148579 40.719712805146)))",,1087056,310463,"529,3359375",1001890018,1.083.309,1.887,2.1,Other (Manual),16.0,92,2020 Jan 28 05:18:59 PM,constructed,1001897509,"95,71534448951",POINT (-74.00834 40.719665)
"MULTIPOLYGON (((-74.008670364484 40.709366263592, -74.008814673351 40.709446842075, -74.00876243669 40.709503172136, -74.008654538856 40.70961952274, -74.00852273925 40.709528629578, -74.008517144891 40.709524772203, -74.008545550382 40.709493121632, -74.008650036498 40.709376701145, -74.008657564506 40.709380594389, -74.008670364484 40.709366263592)))",,1001106,327339,"617,81640625",1000650001,1.036.432,1.92,2.1,Other (Manual),29.0,156,2017 Aug 22 05:47:33 PM,constructed,1000657501,"101,48267611503",POINT (-74.008664 40.709489)
"MULTIPOLYGON (((-74.008654391036 40.709619506056, -74.00876228887 40.709503155452, -74.008814525532 40.70944682539, -74.008920861367 40.709520786984, -74.008948645133 40.709540112498, -74.008830191085 40.709669386421, -74.008787209494 40.709716292834, -74.008673308101 40.709633291457, -74.008654391036 40.709619506056)))",,1001105,778441,"630,40234375",1000650024,286.362,1.952,2.1,Photogrammetric,29.0,262,2024 Dec 26 08:38:47 PM,constructed,1000650024,"103,27154265346",POINT (-74.008801 40.709581)
"MULTIPOLYGON (((-74.005432626891 40.719572346239, -74.005396283285 40.719617537339, -74.005364174322 40.719602588574, -74.005360378682 40.719500281815, -74.005380984109 40.719509874887, -74.00545511351 40.719544385242, -74.005432626891 40.719572346239)))",,1002184,426267,"104,2578125",1001910024,997.461,1.92,2.1,Photogrammetric,9.0,"27,52",2017 Aug 22 05:51:55 PM,constructed,1001910024,"44,18658844717",POINT (-74.005396 40.719559)
"MULTIPOLYGON (((-73.998483635971 40.710907475483, -73.998567645684 40.710825511146, -73.998564221343 40.710804800251, -73.998593930882 40.710801956803, -73.998579759019 40.710716213574, -73.998553417502 40.710718734677, -73.998550049518 40.710719057018, -73.998546577858 40.710698050754, -73.998440365067 40.71063248496, -73.998510901077 40.710566321746, -73.998608323606 40.710626462691, -73.998615086683 40.710630637541, -73.998670483191 40.710625494474, -73.998755981009 40.710545296816, -73.998839666908 40.710596956404, -73.99875537622 40.710676022194, -73.998758458584 40.710698092852, -73.998758651454 40.710699472436, -73.998751772299 40.710700028878, -73.998758200893 40.710746068473, -73.998763725491 40.710785639688, -73.998779972531 40.710784326015, -73.998783122353 40.710806888351, -73.998887370176 40.710868758111, -73.998816046008 40.710938346189, -73.99871126443 40.71087616028, -73.99869365173 40.710876550903, -73.998657735218 40.710877347443, -73.998623591966 40.710910659644, -73.998572685309 40.710960325808, -73.998500699342 40.710917602852, -73.998483635971 40.710907475483)))",,1077418,798714,"1.414,7421875",1001110100,772.894,1.95,2.1,Photogrammetric,10.0,"149,42763616",2017 Aug 22 07:11:01 PM,constructed,1001110100,"230,27524646235",POINT (-73.998665 40.710754)
"MULTIPOLYGON (((-74.016379933348 40.709527728196, -74.016200167178 40.709487367514, -74.015920080321 40.709424481578, -74.015909373734 40.709452094532, -74.015899675945 40.709477104868, -74.015903370671 40.709477934629, -74.015964546697 40.709491669761, -74.015893685369 40.709674425701, -74.015846043144 40.709663728794, -74.015784876832 40.709821480636, -74.015762349781 40.709816422851, -74.015579314509 40.709775327732, -74.015771958239 40.709278489485, -74.015794412201 40.709220580834, -74.016232530802 40.709318949354, -74.016309140092 40.709336149994, -74.016442596376 40.709366113525, -74.016379933348 40.709527728196)))",,1000053,742252,"3.436,34765625",1000160070,434.847,1.985,2.1,Other (Manual),12.0,211,2017 Aug 22 07:38:20 PM,constructed,1000167515,"335,39736914599",POINT (-74.015942 40.709478)
"MULTIPOLYGON (((-73.997513475506 40.717714633346, -73.997456819421 40.717694898329, -73.997345494472 40.717656120751, -73.997382638447 40.717594388026, -73.997550619358 40.717652900566, -73.997537866036 40.717674096503, -73.997544453484 40.717676391144, -73.997609822627 40.717699161017, -73.997585432131 40.717739697875, -73.997513475506 40.717714633346)))",,1079536,321886,"262,76953125",1002050022,882.814,1.9,2.1,Photogrammetric,36.0,"38,02",2017 Aug 22 05:40:21 PM,constructed,1002050022,"78,72112318117",POINT (-73.997473 40.717666)
"MULTIPOLYGON (((-74.003939063158 40.718369835782, -74.00404904495 40.718231269574, -74.004118844742 40.718143328681, -74.004240105423 40.718199046042, -74.004225686323 40.718217212563, -74.004218725294 40.718225982886, -74.00409367616 40.718383534348, -74.004063659072 40.718421352333, -74.004060324101 40.718425553331, -74.003939063158 40.718369835782)))",,1001934,257637,"612,84765625",1001750024,1.050.094,1.858,2.1,Photogrammetric,21.0,"72,07",2020 Jan 28 05:24:01 PM,constructed,1001757507,"109,21862059327",POINT (-74.00409 40.718284)
"MULTIPOLYGON (((-74.002738445438 40.719820823257, -74.002801650583 40.719741138313, -74.002816309469 40.71972265679, -74.002848523249 40.719737447772, -74.002833863186 40.7197559293, -74.002948570988 40.719808598143, -74.002933858863 40.719827147222, -74.003044305925 40.71987786017, -74.002962912836 40.7199804772, -74.002738445438 40.719820823257)))",,1002712,424465,"544,0859375",1002100012,514.202,1.915,2.1,Photogrammetric,12.0,"27,2",2017 Aug 22 05:58:56 PM,constructed,1002100012,"108,52037568813",POINT (-74.002889 40.719853)
"MULTIPOLYGON (((-73.996331235031 40.720127973148, -73.996306085357 40.72019032545, -73.996282768258 40.720180955795, -73.996143722694 40.720125083592, -73.996165968777 40.720069928104, -73.996210421769 40.719959717069, -73.996369444766 40.720011851807, -73.996377063285 40.720014349161, -73.996375268747 40.720018798524, -73.996358682285 40.720059922487, -73.996323562571 40.720051722229, -73.996311260217 40.720057074467, -73.99628815013 40.720114371368, -73.996294744517 40.720123168661, -73.99630821019 40.720120472967, -73.996332017481 40.720126030774, -73.996331235031 40.720127973148)))",,1006985,130045,"473,7578125",1004710043,340.773,1.9,2.1,Photogrammetric,35.0,"65,66",2017 Aug 22 07:17:12 PM,constructed,1004710043,"103,22089418645",POINT (-73.996253 40.720071)
"MULTIPOLYGON (((-74.003355254431 40.719710069413, -74.003479256816 40.719552932148, -74.003505423675 40.719519773676, -74.003522822076 40.719497725059, -74.003595978737 40.719531144322, -74.003567596437 40.719567109772, -74.003428410058 40.719743488782, -74.003355254431 40.719710069413)))",,1002302,47968,"345,546875",1001940025,1.080.732,1.867,2.1,Other (Manual),14.0,78,2020 Jan 28 05:25:43 PM,constructed,1001947503,"91,69942818497",POINT (-74.003476 40.719621)
"MULTIPOLYGON (((-73.997957940453 40.712249982349, -73.998003120653 40.712242557528, -73.998116416083 40.712223938672, -73.998133317406 40.712283489728, -73.998104476958 40.712288229547, -73.997974841641 40.712309533428, -73.997957940453 40.712249982349)))",,1075743,550358,"161,48046875",1002790005,785.693,1.9,2.1,Photogrammetric,18.0,"43,76",2017 Aug 22 05:31:45 PM,constructed,1002790005,"53,99415934835",POINT (-73.998046 40.712267)
"MULTIPOLYGON (((-73.992461059522 40.717393920996, -73.99247726799 40.717361726114, -73.992494823828 40.717366843058, -73.992558122621 40.717385292316, -73.992527931262 40.717445259839, -73.992517182358 40.717446277618, -73.992464508327 40.717550900862, -73.992471650228 40.717557047311, -73.992460573462 40.717579047852, -73.992437308323 40.717625258708, -73.992356453443 40.717601691521, -73.992461059522 40.717393920996)))",,1003961,275889,"345,6640625",1003060023,882.134,1.9,2.1,Photogrammetric,40.0,"69,93",2017 Aug 22 06:43:03 PM,constructed,1003060023,"96,01542977866",POINT (-73.992455 40.717493)
"MULTIPOLYGON (((-73.989983348404 40.715904329928, -73.989904954725 40.715879984087, -73.989978605145 40.715737618024, -73.990056641165 40.715762651774, -73.989983348404 40.715904329928)))",,1089832,1273009,"211,265625",1003100035,68.924,2.013,2.1,Other (Manual),33.0,111,2018 Jun 11 03:49:00 PM,constructed,1003100035,"63,67329781408",POINT (-73.989981 40.715821)
"MULTIPOLYGON (((-74.009192706464 40.708895489826, -74.009249427861 40.708843397911, -74.009324532875 40.708774422594, -74.009392004792 40.708712458332, -74.009393767787 40.708710838168, -74.00940183896 40.708714937537, -74.009456285084 40.708742592279, -74.009560650736 40.708795603957, -74.00957881684 40.708804830885, -74.009527713883 40.70885335017, -74.009378665336 40.708994862444, -74.00937247226 40.70899155357, -74.009264883497 40.708934060138, -74.009192706464 40.708895489826)))",,1001084,99304,"885,1953125",1000640008,663.247,1.91,2.1,Photogrammetric,30.0,"386,41",2020 Jan 28 05:16:18 PM,constructed,1000640008,"120,99487871497",POINT (-74.009386 40.708852)
"MULTIPOLYGON (((-74.007934190826 40.706838615642, -74.008063522134 40.706717281641, -74.008045426419 40.706706350698, -74.008141764725 40.706613992867, -74.008215768814 40.706543046212, -74.008327675007 40.706605793913, -74.008374822367 40.70663223041, -74.008422759105 40.706659109881, -74.008231301569 40.706842657881, -74.008114465266 40.706954666392, -74.007987012029 40.706872618903, -74.007934190826 40.706838615642)))",,1001008,717046,"1.501,2890625",1000410015,1.035.209,1.887,2.1,Photogrammetric,20.0,"93,73",2020 Jan 28 05:18:29 PM,constructed,1000410015,"166,37477282238",POINT (-74.008175 40.706746)
"MULTIPOLYGON (((-74.006529943184 40.715289735923, -74.006550689474 40.715262989583, -74.006655179191 40.715128282529, -74.006760168615 40.715175437944, -74.006810253693 40.715197932445, -74.006763790163 40.715257826336, -74.006685008463 40.715359381504, -74.006529943184 40.715289735923)))",,1001639,418373,"551,9296875",1001500006,350.961,1.857,2.1,Photogrammetric,31.0,"67,19",2020 Jan 28 05:18:28 PM,constructed,1001507505,"95,14433382097",POINT (-74.00667 40.715244)
"MULTIPOLYGON (((-74.002144780021 40.707873834196, -74.00213108452 40.70785780715, -74.002241321809 40.707803256579, -74.002331562283 40.707908859551, -74.002382599076 40.707968584919, -74.002273872839 40.708024903298, -74.002257986791 40.708006312555, -74.002144780021 40.707873834196)))",,1001347,109173,"426,1875",1000970055,1.055.620,1.836,2.1,Photogrammetric,6.0,"63,3",2020 Jan 28 05:18:40 PM,constructed,1000970055,"87,47786212247",POINT (-74.002257 40.707914)
"MULTIPOLYGON (((-74.01339469489 40.704463580259, -74.0133970721 40.704451649102, -74.013381781567 40.704451739132, -74.013369618481 40.704451810785, -74.013348678906 40.704321988236, -74.013354881572 40.704321195066, -74.013362704127 40.70432019459, -74.013334130558 40.704139881226, -74.013332790565 40.704131425575, -74.013326564519 40.704092136967, -74.013321339621 40.70405916263, -74.013313317458 40.704008538586, -74.013308514356 40.703978227914, -74.013279263389 40.703793634474, -74.013261828918 40.703793838199, -74.013261373354 40.703793843655, -74.013260324652 40.703786328104, -74.013242451716 40.703658184625, -74.013551915577 40.703664627782, -74.01354853078 40.703696553126, -74.013952411171 40.703702151979, -74.01395891055 40.703672023666, -74.014252196668 40.703678274192, -74.014264724135 40.703678540992, -74.014235529845 40.703809877055, -74.014225069352 40.703808670762, -74.014222757156 40.703808403596, -74.014168990447 40.704078224281, -74.014159246979 40.704127119668, -74.014119074381 40.704328719475, -74.0141338884 40.704330428629, -74.014113987611 40.704430294225, -74.014107908379 40.704460802507, -74.014103913473 40.704460341035, -74.014082465706 40.704457866353, -74.014079952683 40.704470475626, -74.01339469489 40.704463580259), (-74.013953595088 40.703835179046, -74.013845087697 40.703828777805, -74.013848522977 40.703892403956, -74.013859278281 40.70390579057, -74.013872927107 40.703926690706, -74.013883630941 40.703948562847, -74.013888905502 40.703963038838, -74.013894528534 40.7039859823, -74.013896970957 40.704009248529, -74.01392207694 40.704010000123, -74.013953595088 40.703835179046), (-74.0136496363 40.703886899475, -74.013648715034 40.703825847584, -74.013544197465 40.703823999475, -74.0135695121 40.704001407227, -74.013594643975 40.704001506019, -74.013596841438 40.703984578839, -74.013602380692 40.703962778594, -74.013610883007 40.703941539018, -74.013619820545 40.703925001862, -74.013633417224 40.703905356487, -74.0136496363 40.703886899475), (-74.013921468653 40.704066283986, -74.01390162008 40.704065902767, -74.013900381344 40.704078051721, -74.013895970824 40.704098835166, -74.013888728591 40.704119153387, -74.013878737427 40.704138783949, -74.013876603505 40.70414231061, -74.013863496502 40.704160850126, -74.013847914992 40.704178245387, -74.013830030511 40.704194305464, -74.013810037083 40.704208855633, -74.013808882058 40.704242484483, -74.013889373404 40.704243690488, -74.013921468653 40.704066283986), (-74.013609877875 40.704083853321, -74.013608086852 40.704063011187, -74.013594523045 40.704064171749, -74.013612175791 40.704187988233, -74.01361798935 40.704228766321, -74.013694068034 40.704229259779, -74.013692837641 40.704207345971, -74.013690490803 40.704205539824, -74.013675236948 40.704193800765, -74.013657987146 40.704177555779, -74.013643062256 40.704160027287, -74.013630626794 40.704141407977, -74.013621967577 40.704124542417, -74.013614521758 40.704104439372, -74.013609877875 40.704083853321)))",US Custom House,1000042,472283,"10.364,546875",1000120001,880.810,1.907,2.1,Photogrammetric,13.0,"130,43",2017 Aug 22 06:43:03 PM,constructed,1000120001,"712,40192965974",POINT (-74.013745 40.704055)
"MULTIPOLYGON (((-73.998641198616 40.71167341063, -73.998729100551 40.711572718304, -73.998718832766 40.711532497771, -73.998682457825 40.711537875213, -73.998681992776 40.711536057076, -73.998666979878 40.711477243635, -73.998660659724 40.711452485815, -73.998697035803 40.71144710838, -73.998687534853 40.711409892858, -73.998622752763 40.711377715946, -73.998553967274 40.71134355062, -73.998615054441 40.711272337164, -73.998693005369 40.711311054641, -73.998747414317 40.711304082588, -73.998798001751 40.711245109565, -73.998891314568 40.711291457096, -73.998877157067 40.711307960623, -73.998863967615 40.711323336719, -73.998804640448 40.711392498961, -73.99881005779 40.711412188688, -73.998810824597 40.711414973977, -73.998815001799 40.711430155733, -73.998848718709 40.711424784527, -73.998851390704 40.711434495663, -73.998871991598 40.711509370648, -73.998837552759 40.711514857119, -73.998848591022 40.711554978593, -73.998979956967 40.711621379901, -73.998916892351 40.711693621913, -73.998839111268 40.711654305751, -73.998786563557 40.711661984768, -73.99873513675 40.711720893837, -73.998641198616 40.71167341063)))",,1077419,255716,"1.407,01171875",1001110100,851.328,1.95,2.1,Photogrammetric,14.0,"147,10466797",2017 Aug 22 05:40:42 PM,constructed,1001110100,"239,27319891007",POINT (-73.998767 40.711483)
"MULTIPOLYGON (((-73.99942555271 40.713532075062, -73.999638320816 40.713486584824, -73.999641906637 40.713496295042, -73.999651570608 40.713522464812, -73.999704306011 40.713665277846, -73.999710525019 40.713682119212, -73.999720278985 40.713708534815, -73.99972399856 40.713718606135, -73.999663528395 40.713731534607, -73.999511228588 40.71376409653, -73.999449391742 40.713596633688, -73.99942555271 40.713532075062)))",,1077438,77318,"870,80859375",1001610001,883.828,1.965,2.1,Photogrammetric,26.0,"239,37320775",2017 Aug 22 05:40:13 PM,constructed,1001610001,"119,98918048151",POINT (-73.999575 40.713625)
"MULTIPOLYGON (((-74.006926803812 40.710295727234, -74.006959884563 40.710261665208, -74.007179114526 40.710035934135, -74.007254801547 40.710074192105, -74.007074119374 40.710262646103, -74.007004667372 40.710335085661, -74.006926803812 40.710295727234)))",,1001265,699693,"486,1484375",1000910009,596.163,1.935,2.1,Photogrammetric,34.0,"45,77",2017 Aug 22 05:42:25 PM,constructed,1000910009,"115,28420370462",POINT (-74.007091 40.710186)
"MULTIPOLYGON (((-74.007695139803 40.714482400836, -74.007887554727 40.714240627734, -74.007962276026 40.714275057213, -74.007769861274 40.714516831339, -74.007695139803 40.714482400836)))",,1001463,832334,"403,66796875",1001350011,181.387,1.915,2.1,Photogrammetric,32.0,67,2017 Aug 22 05:50:11 PM,constructed,1001350011,"102,40531934937",POINT (-74.007829 40.714379)
"MULTIPOLYGON (((-73.992959807688 40.717777548293, -73.993037540481 40.717623150643, -73.993105540509 40.71764296956, -73.993033720824 40.71778562406, -73.99302780785 40.717797368156, -73.993019889072 40.717795059669, -73.992959807688 40.717777548293)))",,1003957,606119,"196,84375",1003060014,548.575,1.9,2.1,Photogrammetric,37.0,"58,02",2017 Aug 22 06:12:12 PM,constructed,1003060014,"64,7637232417",POINT (-73.993033 40.71771)
"MULTIPOLYGON (((-74.01389440101 40.708516904362, -74.013886726466 40.708514978194, -74.013862894553 40.708508996269, -74.013905915361 40.708410001475, -74.013902253732 40.708408594418, -74.013880556757 40.708403134536, -74.013893037651 40.708374416625, -74.013953343961 40.70838959285, -74.013947439441 40.70840318048, -74.013976125752 40.708410400001, -74.01410901067 40.708443841384, -74.014115550319 40.708428792138, -74.014206999883 40.708451806059, -74.014208524142 40.708452189489, -74.014214901649 40.708453794313, -74.014198308057 40.708496268976, -74.014163828091 40.708584526031, -74.014120476597 40.708573645978, -74.01389440101 40.708516904362)))",,1001046,100556,"668,90625",1000530004,594.479,1.926,2.1,Photogrammetric,8.0,"89,26577769",2017 Aug 22 07:30:28 PM,constructed,1000530004,"120,16468307257",POINT (-74.014038 40.708485)
"MULTIPOLYGON (((-74.007769134798 40.719532408786, -74.007806756772 40.719310450343, -74.007986927474 40.7193281294, -74.007954577522 40.719518983923, -74.007949304907 40.719550087901, -74.007916638157 40.719546882536, -74.007769134798 40.719532408786)))",,1002131,732799,"664,71875",1001890008,1.077.198,1.891,2.1,Other (Manual),11.0,86,2020 Jan 28 05:15:38 PM,constructed,1001897506,"106,18445194304",POINT (-74.007878 40.71943)
"MULTIPOLYGON (((-73.999182616983 40.717917885292, -73.999249184654 40.717941176538, -73.999412172383 40.717998203188, -73.999460855838 40.718015236574, -73.999423668581 40.718076766451, -73.999347416735 40.718202929315, -73.999319624943 40.718193205447, -73.999140889901 40.71813066833, -73.999069178445 40.718105577761, -73.999182616983 40.717917885292)))",,1002669,667076,"1.034,40234375",1002070017,732.722,1.9,2.1,Photogrammetric,21.0,"78,44",2017 Aug 22 05:58:23 PM,constructed,1002070017,"128,87222260651",POINT (-73.999265 40.71806)
"MULTIPOLYGON (((-73.991727159206 40.720289496674, -73.99146999675 40.720211789127, -73.991415176906 40.720194661858, -73.991485109737 40.720064253407, -73.991399534961 40.720037220946, -73.991525363751 40.719798139489, -73.991934962143 40.719918424796, -73.991746925401 40.720295382024, -73.991731499223 40.720290789218, -73.991727159206 40.720289496674)))",,1087549,999624,"2.700,62890625",1004200040,110.999,,2.1,Photogrammetric,42.0,"197,85581624",2019 Jan 22 05:36:53 PM,constructed,1004207501,"216,67651881438",POINT (-73.991652 40.720041)
"MULTIPOLYGON (((-73.99082946611 40.714314348819, -73.990823703448 40.714273829886, -73.990912072993 40.714266554465, -73.99091846471 40.714311507557, -73.990925526824 40.714361167671, -73.990937482665 40.714445236678, -73.99084911407 40.714452513019, -73.990845299868 40.714425687406, -73.99082946611 40.714314348819)))",,1075744,292188,"261,16796875",1002830078,880.252,1.987,2.1,Other (Manual),35.0,89,2017 Aug 22 06:50:37 PM,constructed,1002837501,"72,57865935425",POINT (-73.990881 40.71436)
"MULTIPOLYGON (((-73.997794010972 40.71758835331, -73.997870943145 40.717464404931, -73.998199373512 40.717580407048, -73.998120455898 40.71770263924, -73.997794010972 40.71758835331)))",,1090225,1289953,"805,66796875",1002050008,1.033.482,2.019,2.1,Other (Manual),34.0,75,2019 Aug 16 09:16:03 PM,constructed,1002050008,"120,46977434296",POINT (-73.997996 40.717584)
"MULTIPOLYGON (((-74.003408403703 40.70719925042, -74.003270197705 40.707038541958, -74.003346897554 40.706998534531, -74.003389817696 40.707052002041, -74.0034816889 40.707166450699, -74.003476284707 40.70716914159, -74.003456219257 40.70717913517, -74.003410629707 40.707201839325, -74.003408403703 40.70719925042)))",,1082014,647316,"284,80859375",1000960005,947.627,1.983,2.1,Photogrammetric,6.0,"44,74",2017 Aug 22 07:03:11 PM,constructed,1000960005,"77,3193777519",POINT (-74.003376 40.7071)
"MULTIPOLYGON (((-74.010068059661 40.70461943956, -74.010072020116 40.704619126736, -74.010075983028 40.704619417254, -74.010079791018 40.704620299422, -74.010083294984 40.704621739033, -74.010086354106 40.704623678467, -74.010088847674 40.704626040291, -74.010090677462 40.70462873176, -74.010091768905 40.70463164482, -74.01009208057 40.70463466601, -74.010091599423 40.704637673761, -74.010090344378 40.704640549205, -74.010114289968 40.704658408753, -74.010238020498 40.704750697562, -74.010223231801 40.704767448394, -74.010028519566 40.704987990037, -74.00999545017 40.704990952896, -74.009974684618 40.704992813354, -74.009839941668 40.70477686694, -74.010053907055 40.704640653251, -74.010052623926 40.704637785234, -74.010052112287 40.704634780271, -74.01005239464 40.704631758129, -74.010053456802 40.704628837676, -74.010055259742 40.704626135984, -74.010057730112 40.704623760218, -74.010060769713 40.70462180314, -74.010064259041 40.704620344006, -74.010068059661 40.70461943956)))",,1078995,638573,"1.269,66015625",1000290036,255.625,1.907,2.1,Photogrammetric,13.0,"171,74",2017 Aug 22 06:37:25 PM,constructed,1000290036,"146,0930889674",POINT (-74.010034 40.704803)
"MULTIPOLYGON (((-74.009662860791 40.712213437344, -74.009803463368 40.712044410374, -74.009924903918 40.712102901653, -74.009958432956 40.712119050319, -74.009964032177 40.712121747765, -74.009823429844 40.71229077493, -74.009822035659 40.712290103268, -74.009754331291 40.712257493424, -74.009662860791 40.712213437344)))",,1001237,53268,"621,4765625",1000880010,368.806,1.911,2.1,Photogrammetric,28.0,"239,66",2017 Aug 22 06:01:55 PM,constructed,1000880010,"101,04710991397",POINT (-74.009813 40.712168)
"MULTIPOLYGON (((-73.997948280051 40.717409236576, -73.998103202083 40.717463199601, -73.998241304219 40.717511303444, -73.998199373512 40.717580407048, -73.997949884728 40.717492287058, -73.997974157741 40.717451788842, -73.997931597391 40.717436963887, -73.997948280051 40.717409236576)))",,1002632,359809,"363,40234375",1002050007,693.211,1.92,2.1,Photogrammetric,33.0,"58,53",2019 Jun 28 03:23:13 PM,constructed,1002050007,"93,93390433563",POINT (-73.998087 40.717498)
"MULTIPOLYGON (((-73.998075784356 40.712665184694, -73.998190029608 40.712646410894, -73.998226283314 40.712640452778, -73.998240340109 40.712689977484, -73.99822634466 40.712692277174, -73.998175194868 40.712700683544, -73.998089839861 40.712714710318, -73.998075784356 40.712665184694)))",,1003366,379215,"127,54296875",1002790012,400.383,1.91,2.1,Photogrammetric,24.0,39,2017 Aug 22 07:35:48 PM,constructed,1002790012,"49,16500381834",POINT (-73.998158 40.712678)
"MULTIPOLYGON (((-74.004045962043 40.717067279702, -74.004101766884 40.717001592707, -74.004118490476 40.717009196919, -74.004351942981 40.717115349479, -74.004572908492 40.71721583335, -74.004519239367 40.717304192634, -74.004429751574 40.71726343722, -74.004441064997 40.717247522967, -74.004045962043 40.717067279702)))",,1001910,849573,"744,11328125",1001740037,391.400,1.915,2.1,Photogrammetric,31.0,"146,09",2021 Sep 16 08:58:40 PM,constructed,1001740037,"152,5350964203",POINT (-74.00432 40.717149)
"MULTIPOLYGON (((-74.004152010759 40.719013368378, -74.004178936856 40.718979308313, -74.004181210283 40.718976432902, -74.004203925603 40.7189476986, -74.004183212823 40.718938219686, -74.004192484041 40.718926492907, -74.00421412476 40.718899117512, -74.00427710936 40.718927941415, -74.004294672622 40.718935978713, -74.004308612554 40.718918345305, -74.004316953551 40.718907794617, -74.004438515471 40.718754020698, -74.004511510811 40.718787424981, -74.004455406977 40.718858396364, -74.004396035505 40.718933499383, -74.004336976333 40.719008207936, -74.004257615499 40.718971889729, -74.004205480566 40.719037838696, -74.004152010759 40.719013368378)))",,1002202,778232,"507,09765625",1001930015,1.050.111,1.88,2.1,Photogrammetric,16.0,"75,31",2020 Jan 28 05:19:29 PM,constructed,1001930015,"138,12152705274",POINT (-74.004339 40.718906)
"MULTIPOLYGON (((-74.00066561259 40.720048883767, -74.000724950259 40.719979136214, -74.000705380982 40.719969498178, -74.000814373332 40.719841385514, -74.000883086741 40.71976061737, -74.000957745547 40.719797385493, -74.000862795213 40.719908993643, -74.000860430475 40.719911772635, -74.000844510506 40.719930486249, -74.000780039924 40.720006266415, -74.000818771376 40.720025340746, -74.001077651531 40.720152834599, -74.001018314076 40.720222582331, -74.000789133354 40.720109716028, -74.00066561259 40.720048883767)))",,1003027,136904,"932,55859375",1002320004,49.904,1.876,2.1,Other (Manual),16.0,57,2020 Jan 28 05:24:18 PM,constructed,1002320004,"196,2305680501",POINT (-74.000856 40.720017)
"MULTIPOLYGON (((-74.008998563468 40.718520206303, -74.009017401812 40.718414116635, -74.009206592814 40.718433564382, -74.009187754766 40.71853965408, -74.008998563468 40.718520206303)))",,1002022,275930,"334,16015625",1001800006,1.078.199,1.894,2.1,Other (Manual),15.0,82,2020 Jan 28 05:18:03 PM,constructed,1001807509,"73,95159848895",POINT (-74.009103 40.718477)
"MULTIPOLYGON (((-74.007464169355 40.714375974798, -74.00738561119 40.714339776639, -74.007410736331 40.714308206725, -74.007575125378 40.714101660314, -74.007578028008 40.714098001349, -74.007663787777 40.714137519981, -74.007661025962 40.714140990732, -74.007471372339 40.714379293612, -74.007464325582 40.714376046829, -74.007464169355 40.714375974798)))",,1087868,1109612,"463,2890625",1001350007,1.038.583,2.006,2.1,Other (Manual),33.0,98,2017 Aug 22 05:55:16 PM,constructed,1001357508,"105,28196101985",POINT (-74.007525 40.714239)
"MULTIPOLYGON (((-73.99842104637 40.714868959216, -73.998414336948 40.714830422677, -73.998435522479 40.714828286956, -73.998464274015 40.714825388599, -73.998531778692 40.714818583419, -73.998544133282 40.714807542417, -73.998546210293 40.714807332624, -73.998552954186 40.714897002844, -73.998424352999 40.71486966256, -73.99842104637 40.714868959216)))",,1001696,617529,"128,71875",1001620021,188.349,1.91,2.1,Photogrammetric,35.0,"47,05363451",2017 Aug 22 07:20:09 PM,constructed,1001620021,"49,69845729855",POINT (-73.998492 40.714853)
"MULTIPOLYGON (((-74.009313699358 40.707082863341, -74.009333463761 40.707059031506, -74.00945397603 40.706913717841, -74.009576012831 40.706766563276, -74.009691216534 40.706627647033, -74.00984023201 40.706719235317, -74.010087575858 40.70687125716, -74.010098915669 40.706878227024, -74.010092607212 40.706885539731, -74.010011603996 40.706979437733, -74.009941361192 40.707060862665, -74.009869431057 40.707144243609, -74.009852340584 40.707164054524, -74.009950907003 40.707217946155, -74.010056435781 40.707275644455, -74.009937207194 40.707398987955, -74.009903458554 40.707433900089, -74.009902887084 40.707434491775, -74.009824751959 40.707387860986, -74.009632402238 40.707273066544, -74.009313699358 40.707082863341)))",The Trump Building,1001018,77845,"5.274,29296875",1000430002,1.052.169,1.93,2.1,Photogrammetric,31.0,"807,01",2020 Jan 28 05:19:00 PM,constructed,1000430002,"327,94705914662",POINT (-74.009731 40.707024)
